F_2,,35,,,
F_2,,23,,,
F_2,,20,,,
F_2,,16,94,23.3250620347,
F_2,,21,,0,
F_1_,,20,41,10.1736972705,
F_2,,168,168,41.6873449132,
F_1_,,43,43,10.6699751861,
F_1_,,57,57,14.1439205955,403
F_1_,,,,,
F_2,,,,,
F_1_10%,,,,,
F_2,,,,,
F_1_,,,,,
F_1_10%,,,,,
F_2,,,,,
F_1_30%,,,,,
F_1_,,,,,
F_3,,,,,
F_3,,,,,
F_1_,,,,,
F_1_,,,,,
F_3,,,,,
F_3,,,,,
F_1_30%,,,,,
F_1_,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_3,,,,,
F_1_30%,,,,,
F_3,,,,,
F_1_,,,,,
F_3,,,,,
F_3,,,,,
F_1_,,,,,
F_1_30%,,,,,
F_1_,,,,,
F_1_50%,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_40%,,,,,
F_1_,,,,,
F_1_10%,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_60%,,,,,
F_3,,,,,
F_1_60%,,,,,
F_1_50%,,,,,
F_1_10%,,,,,
F_3,,,,,
F_1_,,,,,
F_3,,,,,
F_1_,,,,,
F_1_,,,,,
F_3,,,,,
F_1_60%,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_1_30%,,,,,
F_1_20%,,,,,
F_3,,,,,
F_1_40%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_1_50%,,,,,
F_1_60%,,,,,
F_3,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_50%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_50%,,,,,
F_1_40%,,,,,
F_1_40%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_30%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_50%,,,,,
F_1_30%,,,,,
F_1_30%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_50%,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_40%,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_30%,,,,,
F_1_10%,,,,,
F_1_30%,,,,,
F_1_20%,,,,,
F_1_20%,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_60%,,,,,
F_1_50%,,,,,
F_3,,,,,
F_1_30%,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_1_60%,,,,,
F_1_20%,,,,,
F_1_40%,,,,,
F_1_50%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_40%,,,,,
F_1_50%,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_3,,,,,
F_3,,,,,
F_1_20%,,,,,
F_1_50%,,,,,
F_1_,,,,,
F_1_40%,,,,,
F_3,,,,,
F_3,,,,,
F_1_,,,,,
F_3,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_50%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_10%,,,,,
F_1_50%,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_3,,,,,
F_1_,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_3,,,,,
F_1_20%,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_30%,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_1_60%,,,,,
F_2,,,,,
F_1_50%,,,,,
F_1_10%,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_1_10%,,,,,
F_1_20%,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_40%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_30%,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_40%,,,,,
F_1_10%,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_3,,,,,
F_3,,,,,
F_3,,,,,
F_1_,,,,,
F_1_50%,,,,,
F_1_,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_3,,,,,
F_3,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_60%,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_1_,,,,,
F_3,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_1_,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_1_60%,,,,,
F_1_40%,,,,,
F_2,,,,,
F_1_60%,,,,,
F_1_10%,,,,,
F_2,,,,,
F_2,,,,,
F_1_,,,,,
F_1_,,,,,
F_3,,,,,
F_1_,,,,,
F_1_,,,,,
F_3,,,,,
F_3,,,,,
F_1_30%,,,,,
F_1_40%,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_3,,,,,
F_1_30%,,,,,
F_1_,,,,,
F_3,,,,,
F_1_,,,,,
F_3,,,,,
F_1_,,,,,
F_1_30%,,,,,
F_1_30%,,,,,
F_1_10%,,,,,
F_3,,,,,
F_3,,,,,
F_1_10%,,,,,
F_1_40%,,,,,
F_1_,,,,,
F_3,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_2,,,,,
F_2,,,,,
F_1_20%,,,,,
F_2,,,,,
F_2,,,,,
F_1_10%,,,,,
F_1_60%,,,,,
F_2,,,,,
F_1_40%,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_1_20%,,,,,
F_3,,,,,
F_1_10%,,,,,
F_1_20%,,,,,
F_3,,,,,
F_3,,,,,
F_1_10%,,,,,
F_3,,,,,
F_1_10%,,,,,
F_3,,,,,
F_1_10%,,,,,
F_3,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_3,,,,,
F_1_50%,,,,,
F_1_,,,,,
F_1_40%,,,,,
F_1_10%,,,,,
F_3,,,,,
F_1_,,,,,
F_3,,,,,
F_3,,,,,
F_3,,,,,
F_1_30%,,,,,
F_3,,,,,
F_1_50%,,,,,
F_1_20%,,,,,
F_1_10%,,,,,
F_1_20%,,,,,
F_1_,,,,,
F_2,,,,,
F_1_50%,,,,,
F_2,,,,,
F_2,,,,,
F_1_30%,,,,,
F_2,,,,,
F_1_10%,,,,,
F_1_30%,,,,,
F_1_40%,,,,,
F_2,,,,,
F_2,,,,,
F_2,,,,,
F_3,,,,,
F_3,,,,,
F_3,,,,,
F_3,,,,,
F_1_50%,,,,,
F_3,,,,,
F_3,,,,,
F_1_50%,,,,,
F_3,,,,,
F_1_,,,,,
F_1_10%,,,,,
F_1_10%,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_,,,,,
F_1_10%,,,,,
F_1_50%,,,,,
F_1_10%,,,,,
F_1_10%,,,,,
F_3,,,,,
